92.9748662594 | 30.3747057529 ;
91.4947398323 | 100 ;
90.3111176213 | 100 ;
92.6787877212 | 0 ;
94.455658706 | 0 ;
92.6787877212 | 100 ;
89.8673689436 | 100 ;
91.3467637861 | 26.2533272147 ;
92.8268236606 | 3.6084545881 ;
92.0867105383 | 81.0023347459 ;
89.2757970148 | 100 ;
90.9028755458 | 27.7173091503 ;
92.8268236606 | 0 ;
91.1987943902 | 100 ;
88.9800508807 | 100 ;
90.4590471341 | 38.2974962439 ;
92.8268236606 | 0 ;
92.8268236606 | 46.3026888502 ;
90.0152785269 | 100 ;
89.8673689436 | 95.1493999837 ;
92.0867105383 | 0 ;
94.159446892 | 0 ;
91.4947398323 | 100 ;
88.9800508807 | 100 ;
90.9028755458 | 16.3511999453 ;
93.1229155183 | 0 ;
92.6787877212 | 59.8508356944 ;
89.7194660016 | 100 ;
89.4236800381 | 100 ;
91.4947398323 | 2.06024340808 ;
93.5671032654 | 0 ;
91.7907118793 | 100 ;
87.7973317129 | 100 ;
90.1631947525 | 12.6915710016 ;
93.5671032654 | 0 ;
90.9028755458 | 100 ;
88.9800508807 | 100 ;
91.9387078818 | 0 ;
94.7518971969 | 0 ;
91.9387078818 | 100 ;
91.0508316437 | 95.0196698201 ;
91.7907118793 | 34.8201652932 ;
92.8268236606 | 9.96751865366 ;
91.6427225297 | 94.0890146037 ;
90.1631947525 | 100 ;
90.9028755458 | 47.3133510915 ;
93.8632617475 | 0 ;
93.2709714384 | 50.6809107966 ;
90.9028755458 | 100 ;
91.1987943902 | 54.8020414242 ;
94.0113509865 | 0 ;
92.9748662594 | 67.0851379443 ;
90.7549260954 | 100 ;
90.9028755458 | 62.3833030771 ;
93.5671032654 | 0 ;
94.159446892 | 0 ;
90.7549260954 | 100 ;
88.5364814474 | 100 ;
90.6069832918 | 8.00137391831 ;
93.1229155183 | 0 ;
91.9387078818 | 84.9075459853 ;
89.2757970148 | 100 ;
91.3467637861 | 0 ;
94.159446892 | 0 ;
91.9387078818 | 100 ;
89.2757970148 | 100 ;
90.6069832918 | 28.4310730481 ;
94.159446892 | 0 ;
93.2709714384 | 53.9465400175 ;
90.3111176213 | 100 ;
89.7194660016 | 98.3098190091 ;
92.3827358165 | 0 ;
93.8632617475 | 0 ;
93.2709714384 | 43.6288527887 ;
89.5715697 | 100 ;
88.8321877681 | 100 ;
91.1987943902 | 0 ;
94.0113509865 | 0 ;
92.9748662594 | 60.4079476481 ;
89.2757970148 | 100 ;
88.6843312907 | 100 ;
92.2347198496 | 0 ;
93.4190340204 | 0 ;
91.7907118793 | 95.1146966614 ;
88.6843312907 | 100 ;
90.4590471341 | 13.1270215407 ;
93.2709714384 | 0 ;
91.7907118793 | 90.04205994 ;
88.5364814474 | 100 ;
90.1631947525 | 21.440679486 ;
93.2709714384 | 0 ;
91.9387078818 | 82.7958364995 ;
89.2757970148 | 100 ;
90.9028755458 | 9.52625802742 ;
93.7151791741 | 0 ;
92.0867105383 | 88.5648646871 ;
90.0152785269 | 100 ;
91.0508316437 | 24.0224790025 ;
93.5671032654 | 0 ;
92.6787877212 | 56.382314022 ;
90.4590471341 | 100 ;
90.9028755458 | 42.852389574 ;
92.6787877212 | 0 ;
93.1229155183 | 8.67255293856 ;
91.0508316437 | 100 ;
87.6495216561 | 100 ;
90.7549260954 | 0 ;
92.2347198496 | 0 ;
91.1987943902 | 81.5026485098 ;
87.2061312501 | 100 ;
89.4236800381 | 11.0306646761 ;
92.0867105383 | 0 ;
92.2347198496 | 30.3030372464 ;
88.9800508807 | 100 ;
88.6843312907 | 97.2210753432 ;
91.6427225297 | 0 ;
96.085300724 | 0 ;
91.4947398323 | 100 ;
88.8321877681 | 100 ;
90.9028755458 | 0 ;
94.455658706 | 0 ;
91.1987943902 | 100 ;
90.0152785269 | 100 ;
91.1987943902 | 12.7531123897 ;
95.0481623717 | 0 ;
93.2709714384 | 69.2437904932 ;
89.4236800381 | 100 ;
90.6069832918 | 20.3841875827 ;
93.4190340204 | 0 ;
92.5307584401 | 52.7824565091 ;
90.3111176213 | 100 ;
89.4236800381 | 99.4032729772 ;
91.9387078818 | 0 ;
94.9000264483 | 0 ;
92.8268236606 | 82.4792410761 ;
90.4590471341 | 100 ;
91.6427225297 | 2.21914709105 ;
93.7151791741 | 0 ;
91.4947398323 | 100 ;
90.4590471341 | 85.704975918 ;
92.8268236606 | 0 ;
93.8632617475 | 0 ;
92.0867105383 | 82.199260793 ;
90.4590471341 | 100 ;
91.4947398323 | 6.41843611606 ;
95.6407728021 | 0 ;
92.5307584401 | 100 ;
90.3111176213 | 100 ;
90.9028755458 | 27.2066149632 ;
94.6037746164 | 0 ;
92.5307584401 | 81.6614146142 ;
90.0152785269 | 100 ;
91.6427225297 | 0 ;
95.6407728021 | 0 ;
92.9748662594 | 91.245462299 ;
91.4947398323 | 77.6497442626 ;
91.4947398323 | 33.0217404748 ;
95.0481623717 | 0 ;
93.5671032654 | 45.0757723217 ;
90.7549260954 | 100 ;
89.7194660016 | 89.3512020892 ;
92.9748662594 | 0 ;
94.9000264483 | 0 ;
93.2709714384 | 52.2145883982 ;
89.8673689436 | 100 ;
90.6069832918 | 21.0431770189 ;
93.1229155183 | 0 ;
92.0867105383 | 51.340404259 ;
90.3111176213 | 100 ;
90.0152785269 | 60.1519484397 ;
92.0867105383 | 0 ;
92.5307584401 | 0 ;
90.9028755458 | 85.9712554746 ;
88.3886382374 | 100 ;
90.4590471341 | 0 ;
93.4190340204 | 0 ;
89.5715697 | 100 ;
87.3539214256 | 100 ;
90.1631947525 | 0 ;
92.9748662594 | 0 ;
90.3111176213 | 100 ;
87.6495216561 | 100 ;
90.6069832918 | 0 ;
93.5671032654 | 0 ;
91.0508316437 | 100 ;
88.2408016599 | 100 ;
90.4590471341 | 0 ;
92.5307584401 | 0 ;
92.0867105383 | 31.3737087951 ;
88.2408016599 | 100 ;
87.5017182273 | 100 ;
90.6069832918 | 0 ;
92.0867105383 | 0 ;
91.4947398323 | 44.7013104786 ;
88.2408016599 | 100 ;
87.5017182273 | 100 ;
90.0152785269 | 0 ;
92.8268236606 | 0 ;
89.5715697 | 100 ;
87.3539214256 | 100 ;
91.4947398323 | 0 ;
92.0867105383 | 0.439772993 ;
91.0508316437 | 64.6558196834 ;
87.9451483985 | 100 ;
89.4236800381 | 14.025453476 ;
92.9748662594 | 0 ;
90.7549260954 | 100 ;
88.0929717139 | 100 ;
90.4590471341 | 0 ;
93.5671032654 | 0 ;
90.4590471341 | 100 ;
88.8321877681 | 100 ;
91.3467637861 | 0 ;
94.7518971969 | 0 ;
92.2347198496 | 89.71009638 ;
89.7194660016 | 100 ;
92.2347198496 | 0 ;
94.9000264483 | 0 ;
92.2347198496 | 92.7906340996 ;
89.7194660016 | 100 ;
89.8673689436 | 43.9665862269 ;
93.2709714384 | 0 ;
93.8632617475 | 0 ;
91.9387078818 | 73.7092652247 ;
89.5715697 | 100 ;
89.7194660016 | 44.9307330535 ;
92.6787877212 | 0 ;
93.7151791741 | 0 ;
91.7907118793 | 74.8052509638 ;
88.3886382374 | 100 ;
90.0152785269 | 0 ;
