52.4795699155 | 0 ;
51.0652447377 | 4.77957790099 ;
49.651519506 | 26.0197300676 ;
51.0652447377 | 0 ;
51.8509068312 | 0 ;
50.9081345434 | 0 ;
49.8085704841 | 13.6942017346 ;
50.5939363708 | 0 ;
50.1226946363 | 0 ;
49.3374397409 | 11.3237773534 ;
49.0233895566 | 2.04488035143 ;
49.0233895566 | 0 ;
47.767484462 | 49.6204729766 ;
49.9656288605 | 0 ;
52.3223930228 | 0 ;
51.5366197652 | 0 ;
49.4944759253 | 46.8048957501 ;
50.5939363708 | 0 ;
52.4795699155 | 0 ;
52.1652235452 | 0 ;
50.5939363708 | 15.3123891722 ;
50.5939363708 | 0 ;
50.1226946363 | 0 ;
50.2797678126 | 0 ;
48.8663755547 | 36.5095377626 ;
50.5939363708 | 0 ;
51.0652447377 | 0 ;
50.1226946363 | 3.27220548185 ;
49.3374397409 | 10.4315567717 ;
49.0233895566 | 1.15265976972 ;
49.3374397409 | 0 ;
48.8663755547 | 8.48771756089 ;
49.3374397409 | 0 ;
48.5523697263 | 22.9345084188 ;
49.1804109517 | 0 ;
49.1804109517 | 0 ;
47.9244467411 | 47.0373887801 ;
49.651519506 | 0 ;
51.5366197652 | 0 ;
50.1226946363 | 18.605872815 ;
50.4368483904 | 0 ;
50.2797678126 | 0 ;
48.8663755547 | 37.4972241453 ;
49.9656288605 | 0 ;
51.6937595928 | 0 ;
50.7510317548 | 0 ;
50.2797678126 | 0 ;
49.0233895566 | 30.1745574233 ;
49.4944759253 | 0 ;
